MOF_name,"Dos at Fermi energy, eln/cell",Band_gap,"Dos at VBM, eln/cell","Dos at CBM, eln/cell",HSE band gap,LCD,"PLD, Å",Density (g/cm3),Accessible Surface Area (m2/cm3),Accessible Surface Area (m2/g),Volume Fraction,Criteria#,Multiplier_Sum,Space_group#,Space_group,Temp,Zprime,Year,Metal,Metal 2,Metal 3,Metals number,Cell volume,Metal density,Crit: metal,Crit: redox match,Crit: redox active linker,Crit: pi-pi stacking,without ions,2D,1aromatico-up,2aromatici-up,N3--NCN up,benzene,6m-rings,pyridine,pyrimidine,metal-S,metal-O,metal-N,metal-halogen,5m-ring-leg2met,5-m-rings,CN-M,M-h2o,M-H2O-M,M-N-NM-N-M,M-C-C-TRIANG,COOM
OFUZUL,0,1.023818233,7.071070058,0.260471885,not found,1.57335,1.37385,2.544,0,0,0.30042,2,1,33,Pna21,298,1,2014,Cu,,,1,343.615,0.002910234,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
RIPTUG,0,1.019214067,8.41699797,7.494871214,not found,2.09542,1.17625,2.382,0,0,0.29134,2,1,11,P21/m,295,0.5,2001,Cu,,,1,1041.805,0.000959873,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
BRMPYN,0,1.018092142,3.660045148,1.769584414,not found,1.81563,1.13625,2.355,0,0,0.34976,2,1,14,P21/c,293,1,2016,Ni,,,1,460.604,0.002171062,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
FASQAT,0,1.00815264,20.39689136,23.43090205,not found,1.94586,0.96791,2.584,0,0,0.29504,2,1,15,C2/c,110,1,2015,Cu,,,1,913.023,0.002190525,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
SAQSOT,0,1.005985253,9.608527097,9.561372175,not found,1.87928,1.18962,2.184,0,0,0.29092,2,2,15,C2/c,293,0.5,2011,Cu,,,1,642.044,0.003115051,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
DOVQAI,0,1.005938178,12.93205239,21.0092194,not found,2.10214,1.21823,2.522,0,0,0.3087,2,2.5,15,C2/c,130,0.5,2015,Cu,,,1,1672.723,0.001195655,yes,no,no,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
ECUTAX,0,1.001525852,14.04667416,10.9244404,not found,1.99813,0.97045,1.939,0,0,0.31258,2,2,33,Pna21,295,1,1999,Cu,,,1,1108.501,0.000902119,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
MAXHUP,0,1.001476055,2.62822729,2.913723627,not found,2.22705,2.02895,2.637,0,0,0.24752,2,1,2,P-1,293,0.5,2005,Ag,,,1,1344.862,0.002230712,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
HAWWIO01,0,1.000189501,1.856816571,3.398863037,not found,0.786667,none,2.803,none,none,none,2,2,14,P21/c,295,1,1999,Cu,,,1,320.564,0.003119502,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
EMEMAK01,0,0.998747025,12.16543371,12.3296052,not found,2.10871,1.35513,3.091,0,0,0.33884,2,1,15,C2/c,173,0.5,2018,Cu,,,1,1050.959,0.001903024,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
KEXFOJ,0,0.997028082,4.275471968,11.311449,not found,2.88809,2.68484,2.003,0,0,0.35718,2,1,60,Pbcn,293,1,2018,Ag,,,1,993.48,0.001006563,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no
XUGKER,0,0.985001467,43.13347492,43.82427794,not found,2.20128,1.22414,2.802,0,0,0.3179,2,1,12,C2/m,300,0.25,2013,Ag,,,1,3592.006,0.00139198,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
VEVFUX,0,0.979021221,1.935871469,1.724955426,not found,1.90138,1.13703,2.5,0,0,0.32946,2,1,14,P21/c,130,1,2018,Cu,,,1,296.933,0.003367763,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
LAMCIM,0,0.959727534,13.31902502,7.189967239,not found,1.81399,1.4451,2.033,0,0,0.25482,2,2.3,13,P2/c,173,0.5,2016,Ni,,,1,976.433,0.001024136,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no
NUHQUD,0,0.957204222,43.32627314,29.51008519,not found,2.92613,1.31701,2.012,0,0,0.3758,2,1,13,P2/n,90,0.5,2006,Cu,,,1,2592.632,0.000771417,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
TISMAK,0,0.948757265,12.76459468,59.63754473,not found,2.43453,1.18254,2.355,0,0,0.3284,2,1,15,C2/c,273,0.5,2008,Cu,,,1,6026.1,0.001327558,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
BIRFIU,0,0.938024279,6.425966513,15.29291444,not found,0.44,none,2.919,none,none,none,2,4,2,P-1,293,0.5,2017,Cu,,,1,1172.044,0.00085321,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
ROFNUX,0,0.93685936,15.67990404,5.147698568,not found,3.83881,3.19048,1.915,0,0,0.43654,2,1,2,P-1,87,0.5,2002,Cu,,,1,1111.861,0.000899393,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
ISEREE,21.78,0.018193803,21.78,21.78,not found,1.98447,1.31174,2.085,0,0,0.2997,2,3,15,C2/c,295,0.5,1994,Co,,,1,683.34,0.0014634,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
WEMCOH,0,0.921059342,96.37958617,75.1718503,not found,5.52865,1.47091,2.094,0,0,0.37814,2,3,220,I-43d,120,0.17,2015,Cu,,,1,6585.454,0.000911099,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
ROFNUX01,0,0.917780642,11.50202221,8.03242554,not found,1.14667,none,1.953,none,none,none,2,1,2,P-1,293,0.5,2011,Cu,,,1,1090.553,0.000916966,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
MUPLIT,0,0.91670035,40.03754332,34.3195321,not found,1.8192,1.0064,2.097,0,0,0.28808,2,1,15,I2/a,295,1,1990,Cu,,,1,2762.988,0.000723854,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
DEHFEC,0,0.913694853,31.28886916,6.639867374,not found,2.30265,1.11145,2.59,0,0,0.34222,2,1,14,P21/c,173,1,2008,Cu,,,1,1495.792,0.001337084,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
MUPKEO,0,0.911947338,13.59426256,7.388374138,not found,1.96689,0.86612,1.822,0,0,0.29068,2,1,14,P21/n,293,1,2007,Cu,,,1,1229.548,0.000813307,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
NESPAC,0,0.909428652,7.855283424,22.70365982,not found,1.74952,1.09719,2.542,0,0,0.29464,2,2,62,Pnma,90,0.5,2004,Cu,,,1,581.503,0.003439363,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
QIXYEC,0,0.899437721,3.388480565,6.26397187,not found,0.46,none,3.232,none,none,none,2,1,12,C2/m,173,0.5,2013,Cu,,,1,515.835,0.003877209,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
DINQUM,0,0.898152527,9.215770674,19.23478355,not found,1.70376,1.09536,2.743,0,0,0.30442,2,8,141,I41/amd,293,0.13,2015,Cu,,,1,775.661,0.002578446,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no
XEBMUM,0,0.885504132,7.669029505,10.52270477,not found,2.06366,1.19607,3.274,0,0,0.3367,2,1,14,P21/c,170,0.5,2009,Cu,,,1,963.722,0.002075287,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
BAKFUQ,61.0514,0.001461523,61.0514,61.0514,not found,2.05556,0.90111,2.22,0,0,0.24522,2,2,15,C2/c,120,0.5,2011,Co,,,1,2579.402,0.000775374,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no
CAQXEX01,0,0.879737768,19.86021248,2.320950368,not found,0.426667,none,2.494,none,none,none,2,1,98,I4122,295,0.25,1999,Cu,,,1,2381.752,0.000419859,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
BUJWAF01,0,0.855819234,6.72958595,9.33188759,not found,1.87809,1.15303,1.707,0,0,0.29114,2,1,60,Pbcn,293,0.5,2018,Fe,,,1,1042.806,0.000958951,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
WEMCIB,0,0.851932632,12.09073214,20.65857235,not found,1.69144,1.10124,2.02,0,0,0.31302,2,2,15,C2/c,100,0.5,2009,Cu,,,1,1389.963,0.000719444,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
HADMIJ,0,0.847696636,1.453492674,5.082539418,not found,2.30113,1.73322,2.716,0,0,0.35378,2,1,14,P21/n,180,1,2013,Cu,,,1,328.414,0.003044937,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
LEXCAV,0,0.847684119,103.3891045,5.556482361,not found,0.413333,none,2.034,none,none,none,2,2,129,P4/nmm,300,0.13,2012,Fe,,,1,1267.108,0.000789199,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BONLIZ,48.3247,0.007961507,48.3247,48.3247,not found,2.07361,1.3675,2.205,0,0,0.30464,2,5,15,C2/c,293,0.5,2004,Co,,,1,1141.545,0.000876006,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no
GEXREG,0,0.845493874,4.186019817,6.658985059,not found,1.9845,1.15958,2.393,0,0,0.2798,2,1,11,P21/m,293,0.5,2003,Ag,,,1,724.623,0.001380028,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
BUJWAF,0,0.843378461,3.120749462,14.70830156,not found,1.89009,1.15783,1.696,0,0,0.29612,2,1,13,P2/c,298,0.5,2014,Fe,,,1,1049.629,0.000952718,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
OBUBUI,0,0.832268054,42.85072748,30.00075071,not found,3.25312,1.65136,2.037,0,0,0.4191,2,1,15,C2/c,298,0.5,2018,Ag,,,1,1154.457,0.000866208,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
HORWIU,0,0.830922179,2.325874348,2.376329157,not found,2.04565,1.28237,3.736,0,0,0.30848,2,3,14,P21/c,296,1,2018,Cu,,,1,821.316,0.001217558,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no
OCITOL,0,0.823489117,17.60339885,15.83800373,not found,0.726667,none,2.065,none,none,none,2,1,14,P21/n,100,1,2019,Cu,,,1,851.096,0.001174956,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
AGPYRZ01,0,0.822673048,0.942970732,1.541582249,not found,3.48721,2.57713,2.567,0,0,0.47176,2,3,2,P-1,280,1,2008,Ag,,,1,323.334,0.003092777,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
WEMDAU,0,0.815225836,12.82443397,21.7958232,not found,2.22598,1.64287,3.383,0,0,0.3024,2,5,2,P-1,293,0.5,2009,Cu,,,1,1430.339,0.002097405,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no
UJAZEK,0,0.810534866,67.08513429,21.04068668,not found,5.26504,4.13496,1.522,1598.01,1591.3,0.60224,2,1,15,C2/c,173,0.5,2003,Ni,,,1,2519.547,0.000396897,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
HAWTOQ,0,0.808091828,8.877230643,5.006337848,not found,2.05626,0.95495,2.874,0,0,0.28396,2,1,33,Pna21,100,1,2013,Cu,,,1,699.237,0.002860261,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
PITXIZ,11.0162,0.099054878,11.0162,11.0162,not found,3.05039,2.5095,1.997,0,0,0.35798,2,1,70,Fddd,293,0.5,2002,Cu,,,1,840.935,0.001189153,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
LORGEE,31.4307,0.0034602,31.4307,31.4307,not found,2.13212,0.95305,1.425,0,0,0.34414,2,1.5,14,P21/c,296,1,2018,Co,,,1,771.755,0.001295748,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
CECMUV,9.7511,0.090630506,9.7511,9.7511,not found,0.453333,none,2.15,none,none,none,2,1,11,P21/m,170,0.5,2009,Ag,,,1,1742.219,0.000573981,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
PAJHOY,22.2381,0.082278244,22.2381,22.2381,not found,2.18011,1.08821,1.689,0,0,0.31672,2,1,14,P21/c,296,0.5,2000,Cu,,,1,2723.167,0.000367219,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no
IQASOI,23.2224,0.080085006,23.2224,23.2224,not found,2.37013,1.21494,1.59,0,0,0.32776,2,1,14,P21/c,293,1,2009,Mn,,,1,2490.541,0.000401519,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
BUCVEB,2.4876,0.079216147,2.4876,2.4876,not found,2.3846,1.18819,1.815,0,0,0.3156,2,1,14,P21/a,293,0.5,2004,Ni,,,1,466.398,0.002144092,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
NAYJEC,0,0.80393665,19.41016113,9.199934005,not found,1.88676,1.05795,1.668,0,0,0.29432,2,2,21,C222,293,0.25,2008,Fe,,,1,589.381,0.001696695,yes,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
COGVAY,15.8297,0.079027028,15.8297,15.8297,not found,0.473333,none,1.535,none,none,none,2,6,13,P2/c,293,0.5,2017,Mn,,,1,811.971,0.001231571,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
BIKMIT,9.072,0.077886599,9.072,9.072,not found,1.67636,1.04182,2.037,0,0,0.29584,2,2,62,Pnma,293,0.5,2003,Cu,,,1,1315.168,0.000760359,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
FUDQEB,8.5502,0.077524687,8.5502,8.5502,2.9,3.5402,2.65175,1.744,0,0,0.3918,2,2,14,P21/c,293,1,2019,Si,Cu,,2,917.848,0.00435802,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
QAXBUN,15.4932,0.075354035,15.4932,15.4932,not found,1.48927,0.92393,2.528,0,0,0.24038,2,1,14,P21/c,295,1,1997,Ag,,,1,2785.016,0.000359064,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
GOQKIG,13.6005,0.075031852,13.6005,13.6005,not found,2.27886,1.20835,1.344,0,0,0.36056,2,1,14,P21/n,123,1,2003,Mn,,,1,942.307,0.001061225,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
XIQPIW,24.8228,0.071153686,24.8228,24.8228,2.2,3.84218,1.29919,1.575,0,0,0.37378,2,1,62,Pnma,293,0.5,2004,Cu,,,1,2759.572,0.000362375,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
EBELAA01,12.5058,0.068007506,12.5058,12.5058,not found,3.72339,2.45709,1.692,0,0,0.445,2,4,14,P21/c,130,1,2015,Ag,,,1,1594.277,0.000627244,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
IHUQEH,103.8639,0.064508122,103.8639,103.8639,not found,4.75289,2.08705,1.68,0,0,0.46266,2,5,2,P-1,105,1,2013,Ag,,,1,6796.504,0.000441403,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
HEFCAX,0,0.063219935,0,0,not found,1.82579,0.96929,1.532,0,0,0.3063,2,1,2,P-1,293,1,2009,Mn,,,1,491.466,0.002034729,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
DOHDEK,15.7335,0.06320388,15.7335,15.7335,0.6,4.43049,1.73696,1.702,0,0,0.39798,2,1,15,C2/c,298,1,2015,Mn,,,1,927.124,0.001078604,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
LEMBIP,0.5046,0.062339919,0.5046,0.5046,not found,2.88667,none,1.481,none,none,none,2,1,2,P-1,298,0.5,2004,Cu,,,1,342.275,0.002921627,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
NUJWAS,14.5527,0.062147262,14.5527,14.5527,not found,2.70764,2.2406,1.556,0,0,0.36972,2,1,14,P21/c,90,1,2006,Mn,,,1,881.788,0.001134059,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
OWIGIL,70.0861,0.000941242,70.0861,70.0861,not found,2.1916,1.52485,1.667,0,0,0.30942,2,1,2,P-1,298,1,2010,Co,,,1,1425.639,0.00140288,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
HAZCER,58.4303,0.000677836,58.4303,58.4303,not found,2.19744,1.20065,1.602,0,0,0.29044,2,1,14,P21/c,295,1,2014,Co,,,1,1706.086,0.000586137,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
VIHYEQ,27.925,0.052516337,27.925,27.925,not found,3.98565,2.1257,1.672,0,0,0.38844,2,1,2,P-1,293,1,2008,Ni,,,1,2334.944,0.000428276,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
GAMWOH,16.8463,0.049760368,16.8463,16.8463,not found,2.17727,1.74218,1.376,0,0,0.3586,2,1,2,P-1,295,1,2003,Mn,,,1,900.673,0.001110281,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
BUCTUP,20.9419,0.047196512,20.9419,20.9419,not found,2.14804,1.21237,1.709,0,0,0.30704,2,1,15,C2/c,293,0.5,2013,Ni,,,1,1302.004,0.000768047,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
TOZGUK,5.2668,0.046679224,5.2668,5.2668,not found,4.79814,3.44143,2.321,0,0,0.5597,2,2,87,I4/m,295,0.25,1999,Ag,,,1,1539.333,0.000649632,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
QOXBUC,7.3893,0.046341802,7.3893,7.3893,not found,2.20823,1.19439,1.862,0,0,0.32804,2,1,2,P-1,293,1,2014,Cu,,,1,813.911,0.002457271,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
PEXNAI,45.4428,0.044586668,45.4428,45.4428,not found,2.07523,1.28004,1.513,0,0,0.3301,2,1,14,P21/c,293,1,2008,Mn,,,1,1524.675,0.000655877,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
ALICII,9.0488,0.043023918,9.0488,9.0488,0.51,9.4646,9.44604,1.949,1188.46,788.107,0.62204,2,2,62,Pnma,296,0.5,2013,Cu,,,1,1439.235,0.001389627,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
TORXOP01,7.935,0.040846191,7.935,7.935,not found,1.91045,1.2005,2.369,0,0,0.29944,2,2,14,P21/c,293,1,2015,Cu,,,1,489.672,0.002042183,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
TORXOP,9.0074,0.040361285,9.0074,9.0074,not found,1.87521,1.2102,2.386,0,0,0.29558,2,3,2,P-1,295,0.5,2010,Cu,,,1,486.002,0.002057605,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
HEJQEV,80.0081,0.039731069,80.0081,80.0081,not found,0.84,none,1.274,none,none,none,2,8.3,205,Pa-3,100,0.17,2015,Mn,,,1,5977.042,0.000334614,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no
RAZJIM,7.5259,0.037902464,7.5259,7.5259,not found,5.00953,3.31823,1.942,0,0,0.44308,2,1,176,P63/m,0,0.17,2011,Ag,,,1,1969.467,0.001015503,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
HEJREW,79.5981,0.037716882,79.5981,79.5981,not found,0.86,none,1.383,none,none,none,2,1,14,P21/c,293,0.5,2003,Mn,,,1,5972.103,0.00033489,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no
OCITOL01,25.5182,0.036915779,25.5182,25.5182,not found,0.473333,none,1.042,none,none,none,2,2,66,Cccm,243,0.25,1999,Cu,,,1,843.433,0.001185631,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
OCITOL03,25.6232,0.036860812,25.6232,25.6232,not found,2.00484,0.92757,2.082,0,0,0.24884,2,1,50,Pban,150,0.25,2000,Cu,,,1,844.101,0.001184692,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
BAHCOF,53.5684,0.035963381,53.5684,53.5684,not found,2.1,none,1.829,none,none,none,2,3,9,Cc,120,1,2011,Cu,,,1,2156.81,0.001390943,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no
NERZER,21.3009,0.035278198,21.3009,21.3009,not found,2.74751,1.53557,1.657,0,0,0.35582,2,5,62,Pnma,296,0.5,2016,Ni,,,1,1078.137,0.001855052,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
IPAXON,41.9077,0.002640593,41.9077,41.9077,not found,2.19841,1.39381,1.781,0,0,0.2964,2,1,2,P-1,173,0.5,2017,Co,,,1,1044.794,0.000957126,no,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
NIGMAR,9.3027,0.031611464,9.3027,9.3027,not found,3.16,none,1.818,none,none,none,2,1,14,P21/n,295,1,1999,Ag,,,1,1757.787,0.000568897,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
JOCKES,0,0.000417423,0,0,not found,2.20192,1.08446,1.679,0,0,0.35948,2,1,14,P21/n,298,1,2009,Co,,,1,741.921,0.001347852,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no
BOYWIW,55.3252,0.030757571,55.3252,55.3252,0.07,3.6691,1.46677,1.75,0,0,0.36142,2,1,14,P21/c,293,1,2004,As,Mn,,2,4288.859,0.000699487,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
TOZFET,26.7456,0.030742333,26.7456,26.7456,not found,2.11254,1.33607,1.455,0,0,0.33152,2,4,96,P43212,295,0.5,1998,Mn,,,1,2014.472,0.000496408,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
QALNOJ,7.6539,0.028792909,7.6539,7.6539,not found,1.09333,none,2.117,none,none,none,2,3,13,P2/n,123,0.5,2001,Cu,,,1,1256.99,0.000795551,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
CENLEP,1.1083,0.028032079,1.1083,1.1083,not found,0.76,none,3.465,none,none,none,2,1,2,P-1,130,0.5,2015,Cu,,,1,707.177,0.001414073,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no
UMITEP01,29.7661,0.027931397,29.7661,29.7661,not found,2.02825,0.89689,2.618,0,0,0.24886,2,1,63,Cmcm,295,0.25,2000,Cu,,,1,896.787,0.001115092,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
UYIXIK,28.9429,0.005558741,28.9429,28.9429,not found,2.24118,1.6789,1.945,0,0,0.26992,2,2,14,P21/c,293,1,2012,Co,,,1,813.134,0.00122981,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
PAFVEA,16.5936,0.02757003,16.5936,16.5936,not found,0.533333,none,1.777,none,none,none,2,1,135,P42/mbc,123,0.25,2000,Cu,,,1,1991.937,0.001506072,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
JIQSOU,0,0.799073703,8.832892749,15.97069063,not found,0.373333,none,2.171,none,none,none,2,1,9,Cc,298,1,2009,Cu,,,1,1839.638,0.00108717,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
PULVIC,9.6753,0.045416071,9.6753,9.6753,not found,2.25276,1.19922,1.692,0,0,0.30716,2,1,2,P-1,293,1,2010,Co,,,1,1262.314,0.000792196,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no
