MOF_name,"Dos at Fermi energy, eln/cell",Band_gap,"Dos at VBM, eln/cell","Dos at CBM, eln/cell",HSE band gap,LCD,"PLD, Å",Density (g/cm3),Accessible Surface Area (m2/cm3),Accessible Surface Area (m2/g),Volume Fraction,Criteria#,Multiplier_Sum,Space_group#,Space_group,Temp,Zprime,Year,Metal,Metal 2,Metal 3,Metals number,Cell volume,Metal density,Crit: metal,Crit: redox match,Crit: redox active linker,Crit: pi-pi stacking,without ions,2D,1aromatico-up,2aromatici-up,N3--NCN up,benzene,6m-rings,pyridine,pyrimidine,metal-S,metal-O,metal-N,metal-halogen,5m-ring-leg2met,5-m-rings,CN-M,M-h2o,M-H2O-M,M-N-NM-N-M,M-C-C-TRIANG,COOM
REGXOS01,34.9537,0.002050378,34.9537,34.9537,not found,1.86,none,1.922,none,none,none,2,1,15,C2/c,298,1,2013,Co,,,1,978.302,0.001022179,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
ODOCOB,0,1.433103563,5.324640683,15.60249212,not found,0.98,none,3.021,none,none,none,2,2,2,P-1,90,0.5,2008,Cu,,,1,1068.548,0.007486795,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
AMIJAJ,0,1.422073429,42.30454151,35.0839975,not found,0.386667,none,2.415,none,none,none,2,2,13,P2/c,295,0.5,2005,Ni,Fe,,2,1217.15,0.001643183,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
QAGWUR,0,1.398738307,21.59122085,67.88449519,not found,6.39287,3.06506,1.463,0,0,0.5036,2,1,2,P-1,295,1,1997,Ni,,,1,2403.199,0.000416112,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
HECYAP,0,1.39508273,33.84892256,35.27720429,not found,5.14338,3.62128,1.712,0,0,0.56166,2,2,14,P21/c,100,1,2015,Cu,,,1,3408.383,0.000586789,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
AQUZOC,0,1.394850344,11.61902706,25.58920832,not found,2.13715,1.14853,2.37,0,0,0.3082,2,1,2,P-1,293,1,2002,Cu,,,1,1410.218,0.00141822,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
ECAZUG,0,1.383879531,20.94858664,3.682115693,not found,0.6,none,2.043,none,none,none,2,1,14,P21/c,295,1,1999,Cu,,,1,983.748,0.00101652,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
NAYHUQ,0,1.382918969,15.51003652,7.912636328,not found,1.93957,1.27037,1.681,0,0,0.31594,2,1,15,C2/c,293,1,2019,Ni,,,1,590.551,0.001693334,yes,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
IMULUX,0,1.379340944,9.44706497,23.34775791,not found,4.74185,1.72349,2.387,0,0,0.41852,2,1,2,P-1,100,1,2012,Cu,,,1,1316.086,0.002279486,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
OYIXUR,0,1.375679381,11.00304043,15.29067987,not found,0.44,none,3.08,none,none,none,2,1,2,P-1,295,0.5,1979,Cu,,,1,1362.17,0.001468246,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no
DUKSAE01,0,1.372541636,11.68476425,24.72453371,not found,1.37824,0.98631,2.107,0,0,0.26478,2,2,2,P-1,130,0.5,2015,Ag,,,1,944.293,0.001058993,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
NICFIO,23.9673,0.007148975,23.9673,23.9673,not found,1.8614,1.20773,1.7,0,0,0.28942,2,1,2,P-1,293,1,2012,Co,,,1,1309.743,0.000763509,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
ZUDPOF,0,1.359767524,7.259043536,13.4975357,not found,2.72183,2.15283,2.655,0,0,0.34938,2,1,14,P21/n,296,1,2019,Pb,,,1,1739.217,0.001149943,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
CUXVAT,0,1.350432931,20.37938187,28.72264956,not found,2.2066,1.18689,2.591,0,0,0.33132,2,4,2,P-1,98,0.5,2013,Cu,,,1,3030.418,0.000659975,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no
BURMAE,0,1.346626331,4.577831367,1.897292817,not found,1.87905,0.73483,3.121,0,0,0.21858,2,1,14,P21/c,100,1,2014,Ag,,,1,470.185,0.002126822,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
MUPMEQ01,0,1.329700306,9.664443102,11.17678776,not found,2.15462,1.43922,2.908,0,0,0.33872,2,4,131,P42/mmc,130,0.13,2013,Cu,,,1,924.752,0.003244113,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
QUNSAU,0,1.326960664,23.2411205,83.82198985,not found,2.91575,2.53394,1.915,0,0,0.37034,2,1,15,C2/c,295,1,1997,Cu,,,1,2923.445,0.001026187,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no
HOXFEG,0,1.323856661,11.80693656,14.60812598,not found,2.02206,1.06574,2.49,0,0,0.3141,2,2,2,P-1,175,1,2014,Cu,,,1,945.18,0.003173999,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
JOQROY,0,1.32017224,14.00687676,15.25402106,not found,5.54509,2.98094,1.503,0,0,0.52996,2,1,12,C2/m,293,0.5,2009,Cu,,,1,1470.873,0.000679868,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
CAWXAZ,0,1.318032881,27.19898445,23.78177623,not found,2.45408,1.10662,1.782,0,0,0.32798,2,2,60,Pbcn,293,0.5,2009,Cu,,,1,1369.425,0.000730233,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
SUYFUN,0,1.313184629,10.23680177,9.185329492,not found,0.4,none,2.117,none,none,none,2,1,60,Pbcn,297,0.5,2007,Cu,,,1,901.372,0.00110942,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
DUKSAE,0,1.309087683,9.890032104,22.82564352,not found,1.3362,0.97259,2.174,0,0,0.2528,2,3,2,P-1,130,0.5,2015,Ag,,,1,915.262,0.001092583,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
HOYMUD01,0,1.30179857,7.004589011,18.19660808,not found,2.02076,1.13367,2.203,0,0,0.31732,2,1,217,I-43m,153,0.5,2008,Cu,,,1,1950.088,0.000512797,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
HOYMUD02,0,1.300992297,7.085341578,17.85303619,not found,2.03049,1.1683,2.206,0,0,0.31588,2,1,217,I-43m,110,0.5,2015,Cu,,,1,1946.961,0.000513621,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
DIMBIM,0,1.300973521,28.55382508,20.95466709,not found,2.142,1.59581,2.34,0,0,0.36906,2,2,122,I-42d,293,0.25,2015,Cu,,,1,2537.823,0.000788077,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
TONQEU,0,1.298324765,8.021425424,33.29855146,not found,1.85165,1.2252,3.154,0,0,0.32036,2,1,14,P21/c,191,1,2010,Cu,,,1,1029.753,0.000971107,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no
JOQREO,0,1.296620516,11.62011725,9.623091078,not found,5.72861,3.08269,1.39,0,0,0.54888,2,1,12,C2/m,100,0.5,2009,Cu,,,1,1523.775,0.000656265,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
SEKLEC,0,1.287486743,0.344131122,0.48640802,not found,0.64,none,1.916,none,none,none,2,2,2,P-1,299,1,2016,Cu,,,1,399.959,0.002500256,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
SEKLEC02,0,1.285778412,0.364017066,0.455667348,not found,0.626667,none,1.932,none,none,none,2,2,2,P-1,100,1,2016,Cu,,,1,396.751,0.002520473,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
JAFDEZ,0,1.282515767,42.80452733,57.60588677,not found,2.99828,1.29615,1.627,0,0,0.39034,2,1,2,P-1,295,0.5,2008,Ni,,,1,1703.013,0.000587195,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
LAMCEI,23.6221,0.000966276,23.6221,23.6221,not found,1.86314,1.50334,1.986,0,0,0.25698,2,2.5,13,P2/c,296,0.5,2016,Co,,,1,1000.078,0.000999922,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no
DINMUK,0,1.282507876,7.730009498,18.23927588,not found,1.98739,1.32368,1.532,0,0,0.34406,2,2,122,I-42d,293,0.25,2015,Fe,,,1,746.028,0.001340432,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
NUVXOS,0,1.271263316,3.381179789,4.276872949,not found,1.58103,0.93246,2.832,0,0,0.2509,2,1,14,P21/c,213,1,2018,Cu,,,1,320.927,0.006231947,yes,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no
NUVXUY,0,1.259022275,16.42509328,15.62589654,not found,1.99482,1.32891,2.323,0,0,0.3121,2,1,60,Pbcn,213,0.5,2018,Cu,,,1,1346.686,0.002227691,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
NUVYAF,0,1.258106884,14.14012583,21.23914962,not found,1.75861,1.03393,2.912,0,0,0.27988,2,7.4,130,P4/ncc,100,0.25,2018,Cu,,,1,1231.399,0.002436253,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no
SOPVAV,0,1.243076949,6.484874925,57.79765049,not found,2.4664,1.69976,2.346,0,0,0.3259,2,1,122,I-42d,298,0.25,2006,Sb,Cu,,2,3218.614,0.000932078,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
QUCVIU,0,1.240269822,4.92891044,6.204867468,not found,1.9879,1.03261,1.998,0,0,0.28386,2,1,60,Pbcn,293,0.5,2015,Cu,,,1,728.93,0.002743748,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
XAKNIH,0,1.23909293,11.9193169,16.71992957,not found,2.4732,1.30099,2.442,0,0,0.34436,2,1,15,C2/c,298,0.5,2006,Cu,,,1,1779.926,0.002247284,yes,no,no,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no
LIZWAT,0,1.238790611,4.69324391,12.44540674,not found,3.31026,3.02175,1.873,0,0,0.35434,2,1,13,P2/c,173,0.5,2006,Cu,,,1,1544.36,0.000647517,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
HAWTIK,0,1.234663189,16.33268345,19.68200615,not found,1.96475,1.14194,2.768,0,0,0.2726,2,1,12,C2/m,295,0.13,1988,Cu,,,1,1182.452,0.002537101,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no
ROMSAO,0,1.226140039,32.54257297,29.98468937,not found,2.18024,1.14234,1.585,0,0,0.30928,2,2,63,Cmcm,150,0.25,2011,Fe,,,1,2422.973,0.000825432,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
TISMIS,0,1.213672056,3.757138739,4.582484187,not found,1.83147,1.34645,2.661,0,0,0.30136,2,1,15,C2/c,298,0.5,2016,Ag,,,1,1628.351,0.001228236,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no
BUZKUE,0,1.211323169,60.63746594,22.13875615,not found,0.453333,none,2.455,none,none,none,2,1.5,12,C2/m,100,0.5,2014,Cu,,,1,2732.42,0.001097928,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
JODVEG,0,1.208151138,4.862670446,17.82531185,not found,0.42,none,2.241,none,none,none,2,1,43,Fdd2,293,0.5,2006,Cu,,,1,1018.4,0.001963865,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
LIDXUS,0,1.205686059,33.7574143,30.73368476,not found,2.2849,1.36749,2.369,0,0,0.3462,2,3,14,P21/n,295,1,1987,Cu,,,1,1674.072,0.001194692,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
WEBXOQ,0,1.198128641,1.849240205,3.804833558,not found,0.446667,none,1.747,none,none,none,2,1,14,P21/n,298,1,2009,Cu,,,1,518.659,0.001928049,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
GAKYAU,0,1.179963954,8.296631861,11.52875768,not found,2.57805,1.33079,2.233,0,0,0.35664,2,1,2,P-1,295,1,2003,Cu,,,1,968.668,0.002064691,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no
KALHOU,0,1.168076661,8.322176252,12.04538829,not found,2.58405,1.42787,2.204,0,0,0.3441,2,1,15,C2/c,220,1,1999,Cu,,,1,745.952,0.001340569,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no
MUSHIR,0,1.166524252,56.40769531,29.90643651,not found,0.886667,none,1.612,none,none,none,2,4,13,P2/c,130,0.5,2013,Cu,,,1,2223.363,0.000449769,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
URUWAH,0,1.154511787,77.85555176,69.9125233,not found,0.966667,none,1.363,none,none,none,2,1,14,P21/c,295,0.5,1999,Cu,,,1,7140.951,0.000420112,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
NASHOG,0,1.153707963,57.45892055,48.36880898,not found,2.48882,1.50069,1.475,0,0,0.38714,2,1,14,P21/c,296,1,2019,Ni,,,1,1724.437,0.000579899,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
EGICUV,0,1.148998216,13.97524232,6.594607997,not found,0.433333,none,2.394,none,none,none,2,10,14,P21/n,100,1,2012,Ag,,,1,821.365,0.001217486,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
ICACAS,0,1.147443086,0.764403701,10.15655487,not found,1.76835,1.07827,2.36,0,0,0.2821,2,1,2,P-1,293,1,2015,Cu,,,1,786.873,0.001270853,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
DIZYIV,0,1.143176613,5.95982362,6.536541404,not found,2.26194,1.1315,1.791,0,0,0.31222,2,1,14,P21/c,294,1,2009,Cu,,,1,946.219,0.001056838,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
CAQMIS,0,1.133679296,10.65826532,14.518711,not found,1.88657,1.07251,2.75,0,0,0.29186,2,1,14,P21/n,293,1,2008,Cu,,,1,1542.466,0.001944938,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
GAJDIH,0,1.132281719,12.53487263,10.94427774,not found,0.413333,none,2.885,none,none,none,2,1,14,P21/c,293,1,2003,Cu,,,1,913.659,0.003283501,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
MAXHOJ01,0,1.132237365,9.886335104,7.887292467,not found,1.26595,0.9427,2.505,0,0,0.1431,2,1,14,P21/c,295,1,1989,Ag,,,1,3022.606,0.000661681,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
EHOQOH03,0,1.131692593,2.598634189,1.054188527,not found,1.99233,1.24119,2.007,0,0,0.30124,2,1,61,Pbca,295,1,2006,Cu,Fe,,2,370.056,0.005404587,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
EHOQOH,0,1.131651776,2.604626719,1.060221078,not found,2.08571,1.31212,1.987,0,0,0.30498,2,3,25,Pmm2,293,0.25,2017,Cu,Fe,,2,373.806,0.005350369,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
EHOQOH01,0,1.13111163,2.590452365,1.063255967,not found,1.92212,1.21361,2.007,0,0,0.29996,2,1,12,C2/m,293,0.5,2006,Cu,Fe,,2,370.083,0.005404193,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
EHOQOH02,0,1.130480598,2.577439833,1.068131541,not found,2.14251,1.22074,2.11,0,0,0.2855,2,3,15,I2/a,100,0.5,2017,Cu,Fe,,2,352.003,0.00568177,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
VUQJEX,0,1.126331678,3.751456866,2.891578165,not found,1.96237,0.99687,2.769,0,0,0.28304,2,4,88,I41/a,150,1,2008,Cu,,,1,847.151,0.002360854,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
XEBGAM,0,1.116942935,17.49658355,4.852896827,not found,1.60227,0.83936,2.154,0,0,0.22896,2,1,65,Cmmm,180,0.13,2014,Ag,,,1,1153.782,0.000866715,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
NECBUT,0,1.11265306,72.06745701,27.90836066,not found,1.94086,1.18631,1.964,0,0,0.32878,2,1,2,P-1,298,0.5,2015,Cu,,,1,2332.148,0.000857579,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
HOSPEL,0,1.109759946,4.141661635,4.084669165,not found,1.94095,0.99358,2.517,0,0,0.27558,2,1,167,R-3c,273,0.5,2007,Cu,,,1,814.447,0.002455654,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
QEBZII,0,1.106691046,49.49462853,49.65060196,not found,4.52377,2.91591,1.605,0,0,0.48286,2,4,20,C2221,180,0.5,2007,Ni,,,1,1530.703,0.000653295,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no
POCFIZ,0,1.100042216,33.45927258,28.1954854,not found,0.473333,none,2.411,none,none,none,2,1,2,P-1,293,0.5,2002,Ag,,,1,3064.781,0.00130515,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no
IJUBUK,0,1.098952945,1.903560375,18.82677638,not found,1.67703,1.00274,2.068,0,0,0.3103,2,1,56,Pccn,296,0.5,2011,Cu,,,1,564.439,0.001771671,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
KALHIO,0,1.093981697,8.90565414,8.172813908,not found,2.38127,1.20139,1.926,0,0,0.3149,2,1,11,P21/m,293,0.5,2004,Cu,,,1,700.498,0.001427556,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no
ICACOG,0,1.093359101,0.978319888,11.11955325,not found,1.77339,1.09071,2.029,0,0,0.2912,2,1,14,P21/c,298,1,2009,Cu,,,1,769.862,0.001298934,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
EMELOX,0,1.093318556,16.54098427,48.52790703,not found,2.20932,1.22158,2.328,0,0,0.37056,2,3,12,C2/m,298,0.5,2006,Cu,,,1,1704.11,0.001173633,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
IBOVEB,0,1.085116773,27.85630606,32.51056679,not found,2.19847,1.05955,1.648,0,0,0.32908,2,2,14,P21/n,295,1,1999,Ni,,,1,1011.017,0.000989103,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
XEBMOG,0,1.083604092,7.25634889,7.439047925,not found,1.51451,0.89977,2.058,0,0,0.28812,2,1,2,P-1,295,0.5,2009,Cu,,,1,623.196,0.001604632,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
RIVTOI,0,1.08130609,3.385677597,13.40454565,not found,0.46,none,2.403,none,none,none,2,1,9,Cc,291,1,2013,Cu,Fe,,2,1672.345,0.001195925,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
AKAQAE,0,1.075514964,27.90307212,10.93281025,not found,1.99174,1.26011,1.983,0,0,0.34892,2,1,74,Imma,296,0.25,2013,Cu,,,1,859.806,0.003489159,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no
AKAPUX,0,1.072061567,1.741932471,2.952818603,not found,2.08486,1.10319,1.788,0,0,0.3528,2,1,2,P-1,293,0.5,2003,Cu,,,1,769.709,0.001299192,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
IJUBUK01,0,1.069976903,2.255365188,9.659360136,not found,1.63972,1.06923,2.021,0,0,0.32648,2,1,56,Pccn,296,0.5,2011,Cu,,,1,577.435,0.001731797,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
IBOVEB01,0,1.064780617,27.92770311,34.10051154,not found,2.00758,1.00203,1.681,0,0,0.31388,2,2,14,P21/c,293,1,2009,Ni,,,1,991.541,0.001008531,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
TEXVEZ,0,1.058553836,11.19740457,13.28141765,not found,4.19859,1.67058,1.775,0,0,0.45232,2,1,18,P21212,120,1,2014,Cu,,,1,760.285,0.001315296,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
UKUHEN,26.6086,0.00162969,26.6086,26.6086,not found,1.88274,0.97644,1.837,0,0,0.25698,2,2,14,P21/c,173,0.5,2003,Co,,,1,1146.734,0.001744084,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
GAHZUN,0,1.05342177,12.43456468,5.433020531,not found,0.453333,none,2.881,none,none,none,2,1,2,P-1,180,0.5,2008,Cu,,,1,914.748,0.003279592,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
GOYSAO,0,1.052659307,3.654970009,26.29937726,not found,1.9542,0.99802,1.993,0,0,0.30692,2,1,15,C2/c,110,0.5,2010,Cu,,,1,618.607,0.001616535,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
KICZOM,0,1.050408653,16.3147378,11.93045334,not found,1.9919,1.0113,2.799,0,0,0.30646,2,1,14,P21/c,298,1,2008,Cu,,,1,937.541,0.00213324,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
LAFJUY,0,1.048178136,4.330482603,15.1430567,not found,4.59775,2.0296,1.56,0,0,0.50338,2,1,14,P21/c,173,1,2013,Fe,,,1,1482.128,0.000674706,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
QAGWOL,0,1.046876615,21.15156387,51.56173321,not found,2.21048,1.18406,1.602,0,0,0.30354,2,2,19,P212121,293,1,2012,Ni,,,1,1704.342,0.000586737,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
CEDWUE,7.6766,0.03141908,7.6766,7.6766,not found,1.91928,1.0459,1.728,0,0,0.26242,2,1,14,P21/n,223,1,2001,Co,,,1,1619.149,0.000617608,no,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no
OZULAX,0,1.040341802,15.108911,12.36280171,not found,1.1,none,2.698,none,none,none,2,1,14,P1121/n,295,1,1999,Cu,,,1,955.775,0.003138814,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
EMEMAK,0,1.03465299,2.307046169,18.51575256,not found,1.08667,none,3.026,none,none,none,2,1,4,P21,293,1,2018,Cu,,,1,536.666,0.003726713,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
AGASUX,0,1.033699231,28.56758999,23.94563784,not found,4.58084,3.87083,1.514,474.066,408.122,0.46812,2,1,2,P-1,150,0.5,2017,Fe,,,1,1602.219,0.000624134,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
DUMFEY,0,1.033514193,9.999261024,17.37023548,not found,4.26545,3.74704,1.771,165.77,102.963,0.4484,2,2,66,Cccm,130,0.25,2015,Ni,Si,,2,372.279,0.005372315,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
CAQXIB,0,1.027234078,9.336132904,51.17113504,not found,2.17382,1.38941,3.525,0,0,0.33066,2,1,98,I4122,295,0.25,1999,Cu,,,1,1737.529,0.00115106,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
LIDYAZ,0,1.026575563,8.783898326,7.643567269,not found,1.95203,1.12804,3.18,0,0,0.31426,2,1,19,P212121,273,1,2004,Cu,,,1,1021.563,0.001957784,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
IRIWEL,0,1.024321644,1.684210908,14.5767261,not found,2.53355,0.9704,1.941,0,0,0.32902,2,1,61,Pbca,100,1,2006,Cu,,,1,625.319,0.003198368,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
